policy_id,customer_id,product_id,agent_id,policy_status,start_date,end_date,annual_premium_usd,sum_assured_usd,payment_frequency,payment_method,underwriting_class,riders,channel,region
POL-000697,CUST-01376,PROD-011,AGT-0050,Active,2021-01-08,2051-01-01,9398.93,452142.19,Annual,Credit Card,Declined,,Broker,Hong Kong
POL-000698,CUST-00197,PROD-012,AGT-0050,Active,2024-08-21,2034-08-19,7683.05,546527.37,Quarterly,Credit Card,Preferred,,Broker,Singapore
POL-000699,CUST-00647,PROD-009,AGT-0025,Surrendered,2021-06-21,2022-06-21,377.06,30581.75,Semi-Annual,Bank Transfer,Standard,"Hospital Cash,Waiver of Premium",Bancassurance,Indonesia
POL-000700,CUST-00126,PROD-006,AGT-0050,Cancelled,2020-05-13,2021-05-13,342.58,16578.7,Annual,Cash,Preferred,,Broker,Hong Kong
POL-000701,CUST-01804,PROD-011,AGT-0044,Active,2020-02-13,2050-02-05,11012.66,968349.59,Semi-Annual,Bank Transfer,Preferred,CI Rider,Agency,South Korea
POL-000702,CUST-00292,PROD-001,AGT-0022,Active,2022-02-01,2027-01-31,5740.48,283667.31,Annual,Bank Transfer,Substandard,"Hospital Cash,CI Rider,Accidental Death",Agency,Taiwan
POL-000703,CUST-01502,PROD-015,AGT-0035,Active,2020-06-18,2021-06-18,850.07,72103.95,Semi-Annual,Bank Transfer,Standard,,Broker,Philippines
POL-000704,CUST-01185,PROD-012,AGT-0006,Active,2024-01-19,2034-01-16,8071.93,389706.19,Annual,Bank Transfer,Standard,"CI Rider,Accidental Death",Broker,Hong Kong
POL-000705,CUST-01487,PROD-008,AGT-0039,Matured,2022-12-31,2023-12-31,2377.86,49862.22,Annual,Auto-Debit,Substandard,"Waiver of Premium,CI Rider,Accidental Death",Bancassurance,South Korea
POL-000706,CUST-00700,PROD-014,AGT-0011,Active,2021-08-01,2022-08-01,5705.28,286263.1,Quarterly,Bank Transfer,Declined,,Digital,Philippines
POL-000707,CUST-01924,PROD-015,AGT-0023,Surrendered,2023-11-02,2024-11-01,613.33,28370.63,Monthly,Bank Transfer,Standard,"Hospital Cash,Accidental Death,Waiver of Premium",Bancassurance,Thailand
POL-000708,CUST-00517,PROD-013,AGT-0038,Active,2018-07-12,2019-07-12,2007.61,197688.92,Monthly,Cash,Substandard,"CI Rider,Disability",Agency,Singapore
POL-000709,CUST-00390,PROD-006,AGT-0003,Surrendered,2019-09-03,2020-09-02,443.57,37062.09,Semi-Annual,Credit Card,Declined,Waiver of Premium,Bancassurance,Indonesia
POL-000710,CUST-01176,PROD-016,AGT-0006,Active,2024-01-27,2025-01-26,1172.63,93716.59,Monthly,Bank Transfer,Standard,CI Rider,Broker,Thailand
POL-000711,CUST-01001,PROD-006,AGT-0040,Active,2018-10-22,2019-10-22,675.4,46920.58,Quarterly,Cash,Standard,"CI Rider,Disability,Accidental Death",Digital,Singapore
POL-000712,CUST-00991,PROD-003,AGT-0002,Active,2023-06-25,2024-06-24,1749.47,65762.58,Semi-Annual,Cash,Substandard,Waiver of Premium,Digital,Thailand
POL-000713,CUST-01114,PROD-008,AGT-0007,Lapsed,2020-02-29,2021-02-28,1237.19,25255.08,Monthly,Bank Transfer,Preferred,,Agency,South Korea
POL-000714,CUST-00677,PROD-006,AGT-0037,Active,2018-07-11,2019-07-11,317.1,30562.22,Annual,Cash,Substandard,Waiver of Premium,Bancassurance,Indonesia
POL-000715,CUST-01127,PROD-013,AGT-0002,Active,2021-04-30,2022-04-30,967.55,85711.52,Annual,Cash,Preferred,Accidental Death,Digital,Thailand
POL-000716,CUST-01744,PROD-010,AGT-0025,Active,2020-10-29,2021-10-29,730.11,42299.4,Monthly,Cash,Standard,"CI Rider,Accidental Death,Disability",Bancassurance,Hong Kong
POL-000717,CUST-01860,PROD-015,AGT-0034,Active,2023-12-18,2024-12-17,881.81,29242.25,Monthly,Credit Card,Standard,"Accidental Death,Waiver of Premium,Hospital Cash",Bancassurance,Indonesia
POL-000718,CUST-01354,PROD-009,AGT-0031,Lapsed,2024-12-17,2025-12-17,663.43,57410.91,Monthly,Credit Card,Declined,,Bancassurance,Hong Kong
POL-000719,CUST-01505,PROD-012,AGT-0050,Lapsed,2022-05-20,2032-05-17,6267.55,445105.25,Semi-Annual,Auto-Debit,Declined,"CI Rider,Waiver of Premium",Broker,Hong Kong
POL-000720,CUST-01816,PROD-008,AGT-0047,Lapsed,2020-07-10,2021-07-10,2107.95,119928.55,Semi-Annual,Cash,Standard,,Bancassurance,Taiwan
POL-000721,CUST-01676,PROD-007,AGT-0048,Matured,2023-06-02,2024-06-01,1666.94,105341.81,Semi-Annual,Bank Transfer,Preferred,,Direct,South Korea
POL-000722,CUST-01102,PROD-001,AGT-0019,Matured,2021-07-17,2026-07-16,6049.74,214691.49,Monthly,Auto-Debit,Preferred,,Bancassurance,Singapore
POL-000723,CUST-01613,PROD-015,AGT-0003,Surrendered,2018-01-09,2019-01-09,347.96,17889.3,Semi-Annual,Auto-Debit,Substandard,"Hospital Cash,Accidental Death,Disability",Bancassurance,Singapore
POL-000724,CUST-01589,PROD-014,AGT-0019,Active,2019-01-02,2020-01-02,6968.6,256901.08,Monthly,Credit Card,Declined,Accidental Death,Bancassurance,Singapore
POL-000725,CUST-00108,PROD-007,AGT-0023,Cancelled,2023-09-08,2024-09-07,1096.47,63568.95,Annual,Bank Transfer,Preferred,,Bancassurance,Malaysia
POL-000726,CUST-01115,PROD-002,AGT-0048,Surrendered,2020-11-23,2040-11-18,2117.73,207261.42,Monthly,Cash,Standard,,Direct,Malaysia
POL-000727,CUST-00341,PROD-012,AGT-0033,Active,2018-03-26,2028-03-23,6508.7,495748.24,Annual,Auto-Debit,Declined,"Accidental Death,Waiver of Premium,CI Rider",Digital,Hong Kong
POL-000728,CUST-00274,PROD-015,AGT-0007,Active,2022-07-16,2023-07-16,653.3,13107.34,Monthly,Cash,Declined,"Accidental Death,Hospital Cash,Waiver of Premium",Agency,Hong Kong
POL-000729,CUST-00175,PROD-011,AGT-0010,Active,2022-09-10,2052-09-02,10050.93,866891.3,Monthly,Credit Card,Declined,,Broker,Singapore
POL-000730,CUST-01917,PROD-013,AGT-0035,Active,2022-08-09,2023-08-09,1499.5,81949.95,Semi-Annual,Credit Card,Substandard,"Accidental Death,Hospital Cash,CI Rider",Broker,Malaysia
POL-000731,CUST-01721,PROD-010,AGT-0028,Active,2024-02-28,2025-02-27,530.7,18741.37,Quarterly,Auto-Debit,Preferred,"CI Rider,Disability",Digital,Mainland China
POL-000732,CUST-01896,PROD-013,AGT-0035,Active,2024-07-15,2025-07-15,1934.26,137731.57,Annual,Bank Transfer,Substandard,,Broker,Hong Kong
POL-000733,CUST-00795,PROD-013,AGT-0003,Lapsed,2020-07-08,2021-07-08,1780.07,174327.89,Annual,Credit Card,Standard,"Waiver of Premium,Hospital Cash",Bancassurance,Indonesia
POL-000734,CUST-01460,PROD-002,AGT-0044,Active,2022-12-07,2042-12-02,2588.33,219639.05,Monthly,Cash,Preferred,Accidental Death,Agency,Thailand
POL-000735,CUST-00119,PROD-010,AGT-0032,Active,2023-07-06,2024-07-05,330.29,25570.58,Monthly,Auto-Debit,Substandard,Accidental Death,Digital,Indonesia
POL-000736,CUST-01648,PROD-010,AGT-0006,Lapsed,2022-05-31,2023-05-31,318.19,25627.34,Monthly,Cash,Preferred,,Broker,Hong Kong
POL-000737,CUST-00658,PROD-014,AGT-0026,Active,2018-08-08,2019-08-08,5624.32,468650.11,Monthly,Auto-Debit,Standard,Hospital Cash,Agency,South Korea
POL-000738,CUST-01907,PROD-007,AGT-0018,Active,2024-05-13,2025-05-13,1160.45,46388.16,Monthly,Cash,Declined,Hospital Cash,Broker,Singapore
POL-000739,CUST-00998,PROD-005,AGT-0019,Active,2020-12-03,2021-12-03,931.93,50279.81,Monthly,Cash,Substandard,Waiver of Premium,Bancassurance,Hong Kong
POL-000740,CUST-01265,PROD-014,AGT-0019,Active,2023-08-10,2024-08-09,3936.14,268509.45,Annual,Bank Transfer,Substandard,"Waiver of Premium,Accidental Death,Hospital Cash",Bancassurance,Philippines
POL-000741,CUST-01738,PROD-011,AGT-0007,Active,2022-09-19,2052-09-11,11899.23,771213.61,Semi-Annual,Auto-Debit,Substandard,CI Rider,Agency,Malaysia
POL-000742,CUST-00287,PROD-015,AGT-0031,Active,2020-04-22,2021-04-22,471.68,41943.72,Monthly,Bank Transfer,Declined,"CI Rider,Accidental Death,Disability",Bancassurance,Singapore
POL-000743,CUST-00015,PROD-009,AGT-0007,Active,2024-12-26,2025-12-26,482.56,43126.81,Annual,Cash,Substandard,Accidental Death,Agency,South Korea
POL-000744,CUST-00622,PROD-013,AGT-0040,Surrendered,2022-07-01,2023-07-01,1485.5,69054.65,Annual,Bank Transfer,Standard,"Hospital Cash,Waiver of Premium,Accidental Death",Digital,Hong Kong
POL-000745,CUST-00214,PROD-008,AGT-0024,Active,2019-08-12,2020-08-11,2626.58,114954.28,Annual,Credit Card,Substandard,,Bancassurance,Indonesia
POL-000746,CUST-01282,PROD-001,AGT-0023,Active,2022-12-06,2027-12-05,3504.96,163338.23,Monthly,Cash,Declined,"Hospital Cash,CI Rider,Disability",Bancassurance,Hong Kong
POL-000747,CUST-00611,PROD-004,AGT-0015,Active,2024-02-13,2025-02-12,3360.92,99199.11,Monthly,Cash,Preferred,Hospital Cash,Agency,Taiwan
POL-000748,CUST-01243,PROD-010,AGT-0035,Active,2019-12-24,2020-12-23,563.25,50633.48,Semi-Annual,Auto-Debit,Preferred,"Disability,Waiver of Premium",Broker,Mainland China
POL-000749,CUST-00793,PROD-001,AGT-0043,Active,2020-02-14,2025-02-12,6227.78,526584.06,Annual,Cash,Substandard,"CI Rider,Waiver of Premium",Agency,Hong Kong
POL-000750,CUST-01654,PROD-009,AGT-0007,Active,2019-02-27,2020-02-27,582.14,38593.56,Monthly,Auto-Debit,Declined,Disability,Agency,Philippines
POL-000751,CUST-01313,PROD-003,AGT-0041,Lapsed,2019-11-25,2020-11-24,1939.53,117371.78,Semi-Annual,Auto-Debit,Substandard,,Agency,Taiwan
POL-000752,CUST-01381,PROD-004,AGT-0009,Active,2023-02-22,2024-02-22,2826.32,87155.28,Annual,Credit Card,Substandard,"Disability,Hospital Cash,Waiver of Premium",Agency,Thailand
POL-000753,CUST-01695,PROD-001,AGT-0038,Active,2019-01-29,2024-01-28,5354.88,227811.2,Semi-Annual,Credit Card,Standard,Waiver of Premium,Agency,Singapore
POL-000754,CUST-01625,PROD-006,AGT-0011,Active,2024-05-08,2025-05-08,622.49,55387.35,Monthly,Cash,Substandard,"Waiver of Premium,Accidental Death",Digital,Singapore
POL-000755,CUST-01423,PROD-008,AGT-0030,Active,2022-09-20,2023-09-20,1778.04,53589.83,Semi-Annual,Cash,Preferred,,Bancassurance,Malaysia
POL-000756,CUST-01903,PROD-006,AGT-0016,Active,2024-03-03,2025-03-03,751.56,34285.97,Annual,Credit Card,Standard,,Agency,Philippines
POL-000757,CUST-00748,PROD-001,AGT-0043,Active,2019-05-08,2024-05-06,6153.36,501329.11,Monthly,Bank Transfer,Standard,,Agency,Philippines
POL-000758,CUST-00681,PROD-007,AGT-0030,Matured,2024-01-13,2025-01-12,1080.74,105659.69,Annual,Bank Transfer,Preferred,,Bancassurance,Taiwan
POL-000759,CUST-01861,PROD-007,AGT-0001,Active,2023-02-04,2024-02-04,950.76,93938.59,Annual,Bank Transfer,Preferred,Disability,Bancassurance,South Korea
POL-000760,CUST-00958,PROD-013,AGT-0042,Active,2022-05-23,2023-05-23,994.27,49019.73,Monthly,Credit Card,Declined,,Digital,Vietnam
POL-000761,CUST-01718,PROD-005,AGT-0030,Surrendered,2019-07-04,2020-07-03,1706.22,56873.53,Semi-Annual,Bank Transfer,Declined,Hospital Cash,Bancassurance,Vietnam
POL-000762,CUST-01102,PROD-008,AGT-0020,Active,2024-07-19,2025-07-19,1588.3,143839.67,Annual,Auto-Debit,Substandard,"Disability,Waiver of Premium",Broker,Singapore
POL-000763,CUST-00109,PROD-005,AGT-0050,Matured,2020-07-29,2021-07-29,2178.4,106211.21,Semi-Annual,Cash,Preferred,Hospital Cash,Broker,Vietnam
POL-000764,CUST-00820,PROD-007,AGT-0042,Active,2023-10-14,2024-10-13,2114.68,58779.0,Monthly,Auto-Debit,Substandard,"Hospital Cash,Accidental Death,Waiver of Premium",Digital,Indonesia
POL-000765,CUST-01430,PROD-005,AGT-0038,Active,2022-08-04,2023-08-04,920.44,71394.85,Monthly,Auto-Debit,Standard,"CI Rider,Hospital Cash,Disability",Agency,Taiwan
POL-000766,CUST-01349,PROD-006,AGT-0042,Cancelled,2018-06-22,2019-06-22,384.82,26038.41,Monthly,Auto-Debit,Substandard,"Disability,Waiver of Premium",Digital,Hong Kong
POL-000767,CUST-01659,PROD-003,AGT-0036,Active,2024-11-28,2025-11-28,2124.13,122894.68,Semi-Annual,Auto-Debit,Substandard,"Hospital Cash,Disability,Waiver of Premium",Bancassurance,Thailand
POL-000768,CUST-01724,PROD-002,AGT-0037,Surrendered,2019-12-15,2039-12-10,1860.73,119477.79,Annual,Auto-Debit,Standard,"Accidental Death,Waiver of Premium,CI Rider",Bancassurance,Hong Kong
POL-000769,CUST-01142,PROD-001,AGT-0023,Cancelled,2023-02-15,2028-02-14,5886.22,155553.29,Semi-Annual,Bank Transfer,Substandard,"Hospital Cash,Accidental Death,Disability",Bancassurance,Indonesia
POL-000770,CUST-01859,PROD-005,AGT-0022,Surrendered,2021-11-09,2022-11-09,2258.42,208613.11,Annual,Credit Card,Substandard,"Disability,Waiver of Premium,CI Rider",Agency,Indonesia
POL-000771,CUST-00213,PROD-011,AGT-0045,Active,2024-04-21,2054-04-14,6386.48,526448.93,Quarterly,Auto-Debit,Preferred,"Disability,Hospital Cash",Direct,Singapore
POL-000772,CUST-01608,PROD-016,AGT-0044,Active,2018-06-02,2019-06-02,534.67,52316.1,Monthly,Cash,Declined,Hospital Cash,Agency,Malaysia
POL-000773,CUST-01423,PROD-009,AGT-0050,Surrendered,2022-10-07,2023-10-07,289.83,27562.89,Annual,Cash,Preferred,"Disability,CI Rider",Broker,Malaysia
POL-000774,CUST-00993,PROD-010,AGT-0030,Active,2022-05-02,2023-05-02,374.3,34372.89,Quarterly,Auto-Debit,Declined,Disability,Bancassurance,Mainland China
POL-000775,CUST-01236,PROD-001,AGT-0040,Active,2019-01-23,2024-01-22,6134.24,453600.81,Annual,Bank Transfer,Substandard,"Hospital Cash,Waiver of Premium,Disability",Digital,Hong Kong
POL-000776,CUST-00030,PROD-009,AGT-0050,Active,2019-07-06,2020-07-05,287.35,9286.74,Semi-Annual,Cash,Substandard,"Accidental Death,Disability,CI Rider",Broker,Thailand
POL-000777,CUST-01138,PROD-006,AGT-0033,Active,2023-05-21,2024-05-20,486.14,46963.06,Semi-Annual,Auto-Debit,Preferred,"Disability,CI Rider",Digital,Philippines
POL-000778,CUST-01142,PROD-011,AGT-0025,Active,2024-01-24,2054-01-16,8832.92,688768.38,Annual,Auto-Debit,Declined,CI Rider,Bancassurance,Indonesia
POL-000779,CUST-00635,PROD-016,AGT-0008,Active,2020-07-07,2021-07-07,574.34,13956.5,Semi-Annual,Cash,Substandard,"Accidental Death,Disability",Digital,Hong Kong
POL-000780,CUST-00586,PROD-015,AGT-0040,Active,2023-09-19,2024-09-18,549.63,36713.75,Semi-Annual,Auto-Debit,Declined,,Digital,Vietnam
POL-000781,CUST-00588,PROD-004,AGT-0045,Lapsed,2021-06-29,2022-06-29,2539.17,117602.31,Quarterly,Bank Transfer,Declined,,Direct,Thailand
POL-000782,CUST-00876,PROD-011,AGT-0042,Active,2019-03-10,2049-03-02,13675.87,845251.15,Monthly,Bank Transfer,Declined,"Disability,Hospital Cash",Digital,Philippines
POL-000783,CUST-00668,PROD-009,AGT-0011,Lapsed,2019-12-31,2020-12-30,547.77,52112.96,Quarterly,Bank Transfer,Substandard,,Digital,Hong Kong
POL-000784,CUST-01262,PROD-015,AGT-0030,Active,2018-12-23,2019-12-23,383.58,7849.85,Annual,Cash,Declined,"Accidental Death,CI Rider",Bancassurance,Malaysia
POL-000785,CUST-00106,PROD-009,AGT-0035,Active,2024-12-29,2025-12-29,743.21,66357.85,Quarterly,Cash,Standard,"Accidental Death,CI Rider",Broker,Malaysia
POL-000786,CUST-01175,PROD-009,AGT-0031,Active,2020-11-01,2021-11-01,756.36,27561.39,Annual,Cash,Preferred,"Waiver of Premium,CI Rider,Hospital Cash",Bancassurance,Indonesia
POL-000787,CUST-01511,PROD-003,AGT-0045,Active,2023-11-27,2024-11-26,1708.21,144196.63,Semi-Annual,Credit Card,Substandard,Waiver of Premium,Direct,Vietnam
POL-000788,CUST-01617,PROD-014,AGT-0041,Lapsed,2021-07-26,2022-07-26,3285.38,83407.65,Monthly,Credit Card,Substandard,Waiver of Premium,Agency,Vietnam
POL-000789,CUST-00275,PROD-014,AGT-0002,Active,2022-02-26,2023-02-26,4016.44,352127.83,Quarterly,Auto-Debit,Substandard,"Disability,CI Rider",Digital,Vietnam
POL-000790,CUST-00868,PROD-011,AGT-0024,Active,2024-05-04,2054-04-27,13854.95,381367.94,Monthly,Bank Transfer,Standard,"Disability,Accidental Death,CI Rider",Bancassurance,South Korea
POL-000791,CUST-01776,PROD-007,AGT-0007,Active,2023-11-01,2024-10-31,1925.59,75755.7,Semi-Annual,Credit Card,Preferred,Hospital Cash,Agency,Taiwan
POL-000792,CUST-00672,PROD-006,AGT-0013,Active,2019-12-24,2020-12-23,715.67,53992.23,Quarterly,Auto-Debit,Substandard,"CI Rider,Waiver of Premium",Digital,Malaysia
POL-000793,CUST-01879,PROD-004,AGT-0050,Active,2022-04-19,2023-04-19,4273.91,362756.02,Quarterly,Auto-Debit,Standard,"Disability,Accidental Death",Broker,Singapore
POL-000794,CUST-01054,PROD-014,AGT-0013,Active,2019-07-03,2020-07-02,4847.18,118158.79,Annual,Auto-Debit,Standard,Disability,Digital,Singapore
POL-000795,CUST-01523,PROD-003,AGT-0003,Active,2022-04-07,2023-04-07,768.19,54161.82,Quarterly,Auto-Debit,Substandard,Accidental Death,Bancassurance,Singapore
POL-000796,CUST-00574,PROD-014,AGT-0001,Lapsed,2020-01-14,2021-01-13,5567.68,541817.93,Quarterly,Bank Transfer,Substandard,"Hospital Cash,Waiver of Premium,Disability",Bancassurance,Philippines
POL-000797,CUST-00827,PROD-006,AGT-0038,Surrendered,2024-02-20,2025-02-19,637.74,38025.62,Semi-Annual,Bank Transfer,Standard,"Waiver of Premium,Hospital Cash",Agency,Hong Kong
POL-000798,CUST-01389,PROD-008,AGT-0023,Lapsed,2019-01-26,2020-01-26,2279.8,164076.44,Semi-Annual,Credit Card,Substandard,"Disability,Hospital Cash",Bancassurance,Hong Kong
POL-000799,CUST-00348,PROD-013,AGT-0004,Active,2019-08-04,2020-08-03,1916.43,190369.27,Annual,Bank Transfer,Preferred,"Waiver of Premium,Hospital Cash",Agency,Indonesia
POL-000800,CUST-01900,PROD-012,AGT-0016,Cancelled,2018-07-06,2028-07-03,10078.29,923066.36,Quarterly,Credit Card,Standard,"Hospital Cash,Accidental Death",Agency,Thailand
POL-000801,CUST-00970,PROD-012,AGT-0041,Active,2019-11-08,2029-11-05,5686.34,137156.2,Semi-Annual,Cash,Preferred,Hospital Cash,Agency,South Korea
POL-000802,CUST-00750,PROD-012,AGT-0026,Active,2020-09-09,2030-09-07,8107.02,544834.64,Quarterly,Auto-Debit,Preferred,"Hospital Cash,CI Rider,Disability",Agency,Thailand
POL-000803,CUST-01148,PROD-002,AGT-0003,Cancelled,2021-11-15,2041-11-10,2434.23,143781.41,Quarterly,Credit Card,Declined,CI Rider,Bancassurance,Hong Kong
POL-000804,CUST-01290,PROD-013,AGT-0001,Active,2024-06-25,2025-06-25,1707.73,35526.37,Semi-Annual,Credit Card,Standard,"Hospital Cash,Waiver of Premium,Accidental Death",Bancassurance,Singapore
POL-000805,CUST-00845,PROD-013,AGT-0023,Active,2021-08-16,2022-08-16,1485.19,120636.52,Monthly,Cash,Substandard,"Disability,CI Rider,Hospital Cash",Bancassurance,Hong Kong
POL-000806,CUST-01458,PROD-005,AGT-0011,Active,2020-04-07,2021-04-07,1042.64,36007.07,Monthly,Credit Card,Declined,Waiver of Premium,Digital,South Korea
POL-000807,CUST-01176,PROD-004,AGT-0003,Matured,2022-10-26,2023-10-26,3879.96,223278.42,Quarterly,Cash,Preferred,"Disability,Waiver of Premium",Bancassurance,Thailand
POL-000808,CUST-01561,PROD-003,AGT-0020,Active,2019-08-26,2020-08-25,1946.69,190917.76,Annual,Credit Card,Preferred,Accidental Death,Broker,Singapore
POL-000809,CUST-00324,PROD-014,AGT-0044,Active,2019-05-10,2020-05-09,3786.87,292580.31,Semi-Annual,Auto-Debit,Substandard,Accidental Death,Agency,Hong Kong
POL-000810,CUST-00536,PROD-005,AGT-0011,Lapsed,2021-03-22,2022-03-22,1146.68,36571.15,Monthly,Credit Card,Standard,,Digital,Singapore
POL-000811,CUST-00391,PROD-005,AGT-0029,Lapsed,2023-11-27,2024-11-26,2175.6,73326.35,Quarterly,Auto-Debit,Preferred,"Waiver of Premium,CI Rider",Digital,Thailand
POL-000812,CUST-01162,PROD-004,AGT-0046,Active,2020-08-13,2021-08-13,2438.12,196791.89,Annual,Credit Card,Declined,"Accidental Death,Hospital Cash,CI Rider",Agency,Vietnam
POL-000813,CUST-01427,PROD-009,AGT-0027,Matured,2023-06-23,2024-06-22,658.46,28228.27,Annual,Cash,Substandard,CI Rider,Bancassurance,Taiwan
POL-000814,CUST-00142,PROD-009,AGT-0001,Active,2024-03-10,2025-03-10,358.03,25547.26,Monthly,Cash,Preferred,CI Rider,Bancassurance,Thailand
POL-000815,CUST-00113,PROD-005,AGT-0032,Active,2020-02-08,2021-02-07,2133.83,165810.71,Annual,Bank Transfer,Declined,,Digital,Hong Kong
POL-000816,CUST-01004,PROD-007,AGT-0028,Surrendered,2020-02-06,2021-02-05,1758.19,76161.83,Annual,Cash,Declined,Disability,Digital,Thailand
POL-000817,CUST-01488,PROD-006,AGT-0045,Active,2021-05-16,2022-05-16,388.61,23392.78,Annual,Bank Transfer,Preferred,Accidental Death,Direct,Singapore
POL-000818,CUST-00329,PROD-008,AGT-0013,Active,2023-11-09,2024-11-08,2832.98,75405.89,Semi-Annual,Bank Transfer,Preferred,Hospital Cash,Digital,Malaysia
POL-000819,CUST-01232,PROD-001,AGT-0025,Active,2019-08-16,2024-08-14,4495.17,99759.14,Semi-Annual,Credit Card,Standard,"Hospital Cash,Waiver of Premium",Bancassurance,Hong Kong
POL-000820,CUST-00352,PROD-010,AGT-0022,Active,2019-10-20,2020-10-19,346.85,34333.93,Semi-Annual,Cash,Declined,,Agency,Hong Kong
POL-000821,CUST-01070,PROD-008,AGT-0037,Active,2020-07-17,2021-07-17,3247.71,246134.63,Semi-Annual,Cash,Preferred,Accidental Death,Bancassurance,Taiwan
POL-000822,CUST-01317,PROD-015,AGT-0018,Active,2019-04-08,2020-04-07,551.67,19716.72,Quarterly,Bank Transfer,Declined,"Disability,Waiver of Premium",Broker,Hong Kong
POL-000823,CUST-01498,PROD-001,AGT-0022,Lapsed,2020-09-19,2025-09-18,5711.82,378947.62,Semi-Annual,Cash,Substandard,"Waiver of Premium,Accidental Death",Agency,South Korea
POL-000824,CUST-00708,PROD-016,AGT-0009,Active,2020-07-10,2021-07-10,709.15,53790.03,Monthly,Cash,Standard,"Waiver of Premium,CI Rider,Hospital Cash",Agency,Philippines
POL-000825,CUST-01666,PROD-010,AGT-0033,Active,2021-05-05,2022-05-05,446.64,25239.83,Semi-Annual,Bank Transfer,Standard,"Disability,Accidental Death",Digital,Mainland China
POL-000826,CUST-01516,PROD-012,AGT-0042,Active,2022-04-09,2032-04-06,10895.47,253942.71,Annual,Bank Transfer,Preferred,"Waiver of Premium,Accidental Death,CI Rider",Digital,Mainland China
POL-000827,CUST-01677,PROD-005,AGT-0044,Lapsed,2022-02-20,2023-02-20,1976.12,139931.43,Monthly,Credit Card,Standard,"Hospital Cash,CI Rider",Agency,Taiwan
POL-000828,CUST-00365,PROD-010,AGT-0005,Active,2019-08-09,2020-08-08,460.54,24248.61,Monthly,Auto-Debit,Standard,"Disability,CI Rider",Agency,Philippines
POL-000829,CUST-00619,PROD-016,AGT-0003,Active,2020-10-14,2021-10-14,727.33,62346.41,Semi-Annual,Auto-Debit,Preferred,Waiver of Premium,Bancassurance,Philippines
